Brand,SUB CATEGORY,Units,Avg Unit Price,Any Promo Units,Number of Stores Selling
Brand F,REMAINING FLAVOR,"2,690",$3.84 ,117,479
Brand A,POMEGRANATE,951,$8.71 ,344,431
Brand C,CRANBERRY,440,$14.68 ,6,249
Brand C,CRANBERRY,"1,950",$11.45 ,76,479.0
Brand L,REMAINING FLAVOR,0,,0,
Brand J,CRANBERRY,"1,871",$4.33 ,0,260
Brand A,PINEAPPLE,6,$6.99 ,0,1
Brand A,TOMATO JUICE,"2,329",$5.20 ,940,994
Brand A,CRANBERRY BLEND,341,$5.32 ,31,159.0
Brand C,MANGO,113,$7.69 ,24,71.0
Brand F,REMAINING FLAVOR,81,$4.25 ,0,22
Brand A,REMAINING FLAVOR,13,$5.99 ,0,5
Brand G,CHERRY,"1,458",$7.92 ,926,817
Brand M,REMAINING FLAVOR,3,$4.99 ,0,1
Brand A,MANGO,12,$8.67 ,0,9
Brand C,CHERRY,165,$6.99 ,0,56
Brand C,POMEGRANATE,"3,331",$12.74 ,107,"1,373"
Brand K,REMAINING FLAVOR,0,,0,
Brand C,REMAINING FLAVOR,"7,087",$7.58 ,"1,879","2,353"
Brand A,BERRY POMEGRANATE,778,$5.09 ,548,373
Brand C,PRUNE,730,$9.01 ,10,332.0
Brand A,REMAINING FLAVOR,6,$5.29 ,0,6
Brand F,PRUNE,"3,272",$5.93 ,0,340
Brand F,REMAINING FLAVOR,267,$4.99 ,0,152
Brand F,REMAINING FLAVOR,457,$5.46 ,0,178
Brand A,CRANBERRY,116,$10.26 ,116,70
Brand M,REMAINING FLAVOR,17,$5.49 ,0,17
Brand A,CRANBERRY,3,$13.99 ,0,2
Brand C,CRANBERRY BLEND,0,,0,
Brand A,CRANBERRY BLEND,0,,0,
Brand D,CHERRY,807,$6.95 ,0,220
Brand C,REMAINING FLAVOR,545,$9.03 ,0,146
Brand C,ORANGE BLEND,"3,059",$7.13 ,"2,334",893
Brand H,FRUIT PUNCH,"1,749",$1.72 ,"1,407",521
Brand C,MANGO,559,$9.97 ,0,265
Brand C,CHERRY,299,$6.48 ,0,112
Brand C,REMAINING FLAVOR,256,$6.99 ,0,102
Brand B,CHERRY,291,$4.83 ,181,61
Brand C,BLUEBERRY,"1,297",$12.82 ,351,555
Brand C,REMAINING FLAVOR,548,$7.52 ,0,134
Brand A,REMAINING FLAVOR,485,$3.84 ,10,315
Brand F,REMAINING FLAVOR,"2,316",$5.48 ,382,"1,105"
Brand F,CHERRY,17,$4.90 ,0,6
Brand C,POMEGRANATE,838,$11.51 ,838,350.0
Brand A,CHERRY,221,$9.89 ,0,87
Brand A,PINEAPPLE,504,$6.37 ,0,125
Brand F,REMAINING FLAVOR,"2,547",$5.41 ,60,"1,208"
Brand A,REMAINING FLAVOR,132,$6.15 ,5,75
Brand H,ORANGE BLEND,"1,448",$5.01 ,"1,448",722
Brand L,REMAINING FLAVOR,25,$4.55 ,0,11
Brand A,REMAINING FLAVOR,"23,469",$7.41 ,"4,261","7,753"
Brand C,GRAPEFRUIT,0,,0,
Brand A,GRAPEFRUIT,"5,137",$6.96 ,202,"2,623"
Brand A,CRANBERRY,172,$9.06 ,165,93
Brand A,CHERRY,568,$8.23 ,13,307.0
Brand F,ORANGE BLEND,"2,860",$3.77 ,211,637
Brand C,ORANGE BLEND,453,$6.86 ,0,326
Brand H,GRAPE,31,$4.91 ,0,24
Brand A,REMAINING FLAVOR,428,$5.87 ,34,136.0
Brand A,PRUNE,645,$8.30 ,248,319
Brand A,PRUNE,51,$8.85 ,0,25
Brand F,MANGO,"2,311",$5.27 ,193,"1,138"
Brand A,REMAINING FLAVOR,540,$7.47 ,0,243.0
Brand A,FRUIT PUNCH,16,$3.09 ,0,13
Brand F,POMEGRANATE,"3,501",$5.56 ,470,"1,449"
Brand F,CHERRY,"1,147",$5.92 ,0,348
Brand A,REMAINING FLAVOR,268,$4.66 ,0,152
Brand A,REMAINING FLAVOR,175,$4.79 ,0,71
Brand F,TOMATO JUICE,"1,122",$2.15 ,910,494
Brand A,REMAINING FLAVOR,"1,179",$5.29 ,"1,179",558
Brand C,REMAINING FLAVOR,126,$7.66 ,10,87
Brand A,REMAINING FLAVOR,636,$6.64 ,630,194
Brand A,CRANBERRY,"1,236",$10.07 ,596,747
Brand L,MANGO,5,$4.99 ,0,3
Brand C,REMAINING FLAVOR,"4,217",$9.26 ,415,"1,621"
Brand C,POMEGRANATE,0,,0,
Brand I,REMAINING FLAVOR,243,$6.88 ,0,96
Brand H,REMAINING FLAVOR,104,$4.86 ,72,58
Brand F,PRUNE,295,$11.99 ,0,122
Brand A,GRAPE,"1,513",$5.65 ,378,558
Brand C,CHERRY,148,$6.57 ,0,75
Brand D,CHERRY,"2,447",$6.63 ,639,"1,284"
Brand A,CRANBERRY BLEND,3,$5.82 ,0,3.0
Brand B,BLUEBERRY,773,$6.16 ,284,507
Brand F,REMAINING FLAVOR,746,$8.89 ,9,455
Brand H,ORANGE BLEND,"6,336",$4.38 ,515,"2,709"
Brand C,CRANBERRY BLEND,"1,445",$7.25 ,"1,436",723
Brand A,GRAPE,0,,0,
Brand A,REMAINING FLAVOR,75,$3.99 ,0,37
Brand F,PRUNE,956,$6.96 ,58,582
Brand C,REMAINING FLAVOR,252,$8.05 ,0,176
Brand C,PINEAPPLE,"2,080",$3.56 ,181,606
Brand C,POMEGRANATE,976,$11.95 ,0,374.0
Brand C,CHERRY,102,$6.99 ,0,44
Brand A,GRAPE,1,$2.04 ,0,1
Brand C,GRAPE,97,$8.01 ,30,57
Brand C,CHERRY,166,$4.98 ,0,86
Brand C,CHERRY,227,$6.50 ,0,118
Brand A,BERRY POMEGRANATE,"6,058",$5.58 ,"1,398","2,717"
Brand F,REMAINING FLAVOR,"2,627",$3.99 ,110,531
Brand B,CHERRY,229,$5.89 ,101,79
Brand D,CHERRY,358,$6.73 ,64,250
Brand A,BLUEBERRY,288,$9.92 ,256,189
Brand A,REMAINING FLAVOR,"2,179",$4.52 ,365,998
Brand A,CRANBERRY,222,$12.33 ,68,126
Brand D,CHERRY,11,$7.57 ,0,10
Brand J,CRANBERRY,369,$5.46 ,0,102
Brand C,PRUNE,124,$7.29 ,124,71
Brand L,REMAINING FLAVOR,12,$4.99 ,0,7
Brand A,CRANBERRY BLEND,"1,648",$6.31 ,12,611
Brand C,CRANBERRY,171,$10.83 ,43,95
Brand I,CHERRY,362,$7.00 ,0,97
Brand F,REMAINING FLAVOR,185,$5.49 ,0,115
Brand A,BERRY POMEGRANATE,470,$5.29 ,0,211.0
Brand C,MANGO,154,$6.96 ,36,75
Brand A,POMEGRANATE,78,$9.99 ,0,35
Brand C,CARROT,165,$7.05 ,165,73
Brand F,STRAWBERRY BLEND,"2,413",$3.30 ,"1,053",971
Brand F,POMEGRANATE,"9,829",$5.61 ,54,"3,138"
Brand C,CRANBERRY BLEND,205,$6.99 ,8,127
Brand C,MANGO,268,$6.52 ,86,138
Brand N,CHERRY,0,,0,
Brand E,POMEGRANATE,487,$5.94 ,149,236
Brand A,REMAINING FLAVOR,507,$6.15 ,491,244.0
Brand A,PINEAPPLE,241,$6.95 ,7,115
Brand I,REMAINING FLAVOR,3,$5.55 ,0,1
Brand C,CRANBERRY,"3,875",$11.02 ,"3,875","1,191"
Brand A,PRUNE,112,$8.59 ,0,62
Brand L,PEACH,3,$4.99 ,0,2
Brand A,BERRY POMEGRANATE,945,$5.92 ,0,277
Brand A,POMEGRANATE,58,$11.00 ,0,40
Brand H,ORANGE BLEND,839,$4.30 ,607,415
Brand L,PEACH,2,$4.49 ,0,2
Brand M,MANGO,4,$5.29 ,0,4
Brand I,REMAINING FLAVOR,297,$9.71 ,21,131
Brand B,CHERRY,3,$4.04 ,0,2
Brand C,REMAINING FLAVOR,13,$6.96 ,0,8
Brand A,PINEAPPLE,1,$7.49 ,0,1.0
Brand K,REMAINING FLAVOR,87,$7.99 ,0,55
Brand E,REMAINING FLAVOR,932,$7.30 ,178,581
Brand A,REMAINING FLAVOR,"1,492",$6.96 ,32,436.0
Brand I,POMEGRANATE,541,$7.88 ,0,371
Brand A,REMAINING FLAVOR,449,$7.42 ,25,201
Brand B,BLUEBERRY,187,$6.24 ,87,103.0
Brand D,CHERRY,4,$5.57 ,0,3
Brand A,REMAINING FLAVOR,0,,0,
Brand L,PEACH,25,$4.51 ,0,11
Brand C,POMEGRANATE,"4,069",$10.81 ,44,"1,891"
Brand A,CRANBERRY,"2,087",$4.97 ,323,"1,222"
Brand I,CHERRY,"8,542",$7.36 ,56,"2,490"
Brand A,REMAINING FLAVOR,"8,875",$6.79 ,"2,769","3,690"
Brand A,REMAINING FLAVOR,0,,0,
Brand M,MANGO,767,$5.00 ,78,407
Brand A,CRANBERRY BLEND,"1,376",$5.61 ,88,697
Brand A,PRUNE,491,$7.66 ,344,222
Brand F,REMAINING FLAVOR,"2,733",$5.38 ,138,"1,255"
Brand A,BERRY POMEGRANATE,887,$4.90 ,690,409
Brand C,GRAPE,161,$7.22 ,102,67
Brand C,BLUEBERRY,33,$11.56 ,0,22
Brand E,POMEGRANATE,"1,201",$5.88 ,260,594
Brand A,POMEGRANATE,"1,025",$7.02 ,"1,025",375.0
Brand B,BLUEBERRY,59,$6.30 ,0,33
Brand M,MANGO,0,,0,
Brand A,REMAINING FLAVOR,259,$7.49 ,118,151
Brand C,POMEGRANATE,0,,0,
Brand E,REMAINING FLAVOR,334,$5.13 ,69,236
Brand C,REMAINING FLAVOR,199,$9.89 ,0,100
Brand C,CRANBERRY BLEND,628,$8.40 ,32,384
Brand A,CHERRY,378,$4.99 ,378,99
Brand H,GRAPE,306,$5.02 ,20,163
Brand I,REMAINING FLAVOR,"1,156",$7.74 ,54,612
Brand L,REMAINING FLAVOR,"1,238",$5.60 ,0,424.0
Brand A,GRAPE,12,$6.49 ,0,6
Brand C,REMAINING FLAVOR,235,$6.49 ,235,86
Brand F,ORANGE BLEND,"2,724",$3.20 ,148,718
Brand F,CHERRY,"1,384",$5.67 ,501,356.0
Brand C,REMAINING FLAVOR,197,$8.03 ,0,128
Brand D,CHERRY,83,$7.06 ,83,41
Brand F,POMEGRANATE,34,$7.27 ,0,24
Brand A,REMAINING FLAVOR,693,$3.97 ,8,443
Brand J,CRANBERRY,"2,772",$5.87 ,195,"1,075"
Brand A,REMAINING FLAVOR,"1,649",$6.19 ,61,705
Brand A,BLUEBERRY,345,$7.15 ,281,157
Brand F,REMAINING FLAVOR,350,$5.45 ,0,165
Brand C,REMAINING FLAVOR,0,,0,
Brand F,REMAINING FLAVOR,203,$5.00 ,0,104
Brand A,CRANBERRY BLEND,"1,155",$5.55 ,33,469
Brand D,CHERRY,517,$5.14 ,496,222
Brand C,MANGO,3,$7.19 ,0,1
Brand C,REMAINING FLAVOR,7,$8.49 ,0,5
Brand C,MANGO,384,$6.03 ,278,176
Brand C,CHERRY,0,,0,
Brand A,TOMATO JUICE,1,$4.29 ,0,1
Brand H,MANGO,598,$3.22 ,12,330
Brand D,CHERRY,127,$3.67 ,41,67
Brand F,CHERRY,"1,764",$5.41 ,0,250
Brand A,GRAPE,0,,0,
Brand A,REMAINING FLAVOR,175,$5.70 ,164,119
Brand C,GRAPEFRUIT,"1,149",$8.59 ,21,408.0
Brand A,CRANBERRY BLEND,11,$5.28 ,0,4
Brand C,MANGO,637,$9.22 ,0,291.0
Brand F,CHERRY,387,$6.99 ,0,130
Brand A,REMAINING FLAVOR,362,$5.42 ,0,196
Brand A,REMAINING FLAVOR,1,$5.79 ,0,1
Brand B,BLUEBERRY,225,$6.20 ,31,99
Brand C,CRANBERRY BLEND,"2,295",$7.72 ,549,"1,087"
Brand A,REMAINING FLAVOR,480,$4.81 ,8,213
Brand C,CRANBERRY,178,$11.00 ,0,80
Brand A,GRAPE,0,,0,
Brand A,CHERRY,599,$7.87 ,410,147
Brand K,POMEGRANATE,72,$7.99 ,0,47
Brand A,CRANBERRY,5,$3.49 ,0,1
Brand A,CRANBERRY BLEND,164,$4.69 ,0,72
Brand B,BLUEBERRY,0,,0,
Brand C,MANGO,1,$7.19 ,0,1
Brand M,REMAINING FLAVOR,"1,115",$5.39 ,44,618
Brand L,REMAINING FLAVOR,15,$3.65 ,0,3.0
Brand A,GRAPE,263,$7.28 ,0,144.0
Brand A,REMAINING FLAVOR,"1,126",$6.57 ,"1,095",244
Brand A,BLUEBERRY,32,$4.38 ,3,23
Brand C,REMAINING FLAVOR,"3,094",$10.51 ,64,"1,363"
Brand A,BLUEBERRY,625,$8.25 ,0,427
Brand C,POMEGRANATE,61,$7.08 ,0,34
Brand A,CHERRY,"22,739",$6.82 ,"5,581","5,412"
Brand A,CHERRY,783,$7.39 ,615,155
Brand F,BERRY BLEND,196,$4.99 ,0,118
Brand C,GRAPEFRUIT,100,$7.64 ,0,65
Brand E,REMAINING FLAVOR,"2,080",$4.82 ,365,984
Brand L,PEACH,23,$4.52 ,3,15
Brand C,REMAINING FLAVOR,619,$6.84 ,595,138
Brand L,REMAINING FLAVOR,100,$4.51 ,0,17
Brand A,GRAPE,8,$4.00 ,0,6
Brand A,CRANBERRY,727,$4.98 ,55,442
Brand H,REMAINING FLAVOR,0,,0,
Brand E,CHERRY,82,$7.28 ,11,45
Brand A,GRAPE,616,$5.94 ,19,192
Brand A,POMEGRANATE,46,$10.77 ,9,33
Brand A,CHERRY,"1,042",$7.84 ,22,569
Brand A,REMAINING FLAVOR,"1,934",$8.30 ,0,825
Brand D,CHERRY,70,$6.35 ,0,52
Brand A,REMAINING FLAVOR,130,$4.57 ,90,55
Brand H,REMAINING FLAVOR,1,$3.29 ,0,1
Brand H,ORANGE BLEND,135,$4.85 ,0,65.0
Brand A,POMEGRANATE,205,$8.25 ,187,98
Brand C,REMAINING FLAVOR,4,$6.99 ,0,1
Brand C,REMAINING FLAVOR,"6,503",$7.24 ,"6,503",503
Brand L,REMAINING FLAVOR,0,,0,
Brand C,CRANBERRY BLEND,301,$7.83 ,7,183
Brand L,REMAINING FLAVOR,6,$5.01 ,3,6
Brand L,REMAINING FLAVOR,"1,582",$5.68 ,36,440.0
Brand A,REMAINING FLAVOR,493,$8.03 ,0,178
Brand E,CHERRY,33,$8.74 ,7,23
Brand B,BLUEBERRY,66,$6.46 ,27,35
Brand I,CHERRY,335,$8.97 ,0,100
Brand L,REMAINING FLAVOR,0,,0,
Brand C,CRANBERRY BLEND,"2,078",$8.23 ,17,"1,063"
Brand C,CHERRY,1,$7.91 ,0,1
Brand B,BLUEBERRY,52,$4.95 ,52,24
Brand H,GRAPE,40,$5.99 ,0,23
Brand A,REMAINING FLAVOR,59,$4.45 ,0,38
Brand C,CARROT,"1,687",$7.63 ,0,775
Brand A,CRANBERRY BLEND,"1,423",$5.96 ,12,394
Brand K,POMEGRANATE,103,$7.36 ,13,97
Brand A,CHERRY,"16,614",$7.00 ,"4,479","7,677"
Brand J,CRANBERRY,"43,431",$5.18 ,"1,177","12,878"
Brand H,REMAINING FLAVOR,3,$2.99 ,0,1
Brand A,REMAINING FLAVOR,38,$5.49 ,0,22
Brand J,GRAPEFRUIT,192,$5.46 ,0,64
Brand A,GRAPEFRUIT,5,$9.49 ,0,4
Brand F,REMAINING FLAVOR,"1,141",$3.57 ,"1,116",226
Brand A,REMAINING FLAVOR,179,$6.21 ,171,114.0
Brand H,GRAPE,1,$2.38 ,0,1
Brand E,CRANBERRY,535,$5.82 ,10,147
Brand F,POMEGRANATE,"3,228",$5.53 ,607,"1,398"
Brand C,ORANGE BLEND,35,$6.49 ,0,22
Brand F,REMAINING FLAVOR,11,$9.04 ,0,9
Brand E,REMAINING FLAVOR,17,$5.49 ,0,10
Brand L,REMAINING FLAVOR,8,$5.69 ,0,4
Brand A,ORANGE BLEND,349,$5.68 ,87,281
Brand H,GRAPEFRUIT,111,$3.31 ,2,97
Brand A,REMAINING FLAVOR,200,$6.03 ,0,94
Brand C,BLUEBERRY,"1,771",$10.21 ,"1,334",562
Brand C,REMAINING FLAVOR,741,$8.69 ,0,276
Brand A,GRAPE,546,$5.30 ,54,378
Brand E,REMAINING FLAVOR,724,$7.60 ,79,464
Brand A,POMEGRANATE,432,$8.06 ,155,225
Brand D,CHERRY,26,$3.99 ,0,16
Brand A,CHERRY,1,$4.98 ,0,1
Brand A,REMAINING FLAVOR,"1,070",$5.45 ,0,399.0
Brand C,GRAPEFRUIT,25,$3.39 ,0,15
Brand A,GRAPEFRUIT,5,$4.99 ,0,1
Brand F,BERRY BLEND,197,$5.12 ,0,118
Brand K,REMAINING FLAVOR,64,$7.99 ,0,50
Brand C,POMEGRANATE,158,$13.03 ,0,78
Brand C,POMEGRANATE,491,$8.63 ,352,198.0
Brand H,GRAPE,"1,426",$3.08 ,950,696
Brand G,CHERRY,169,$8.05 ,11,85
Brand A,POMEGRANATE,569,$6.95 ,563,210
Brand I,REMAINING FLAVOR,58,$8.54 ,0,28
Brand F,ORANGE BLEND,"2,550",$3.22 ,115,684
Brand A,REMAINING FLAVOR,34,$7.02 ,33,26
Brand C,CRANBERRY BLEND,14,$8.80 ,0,12
Brand I,CHERRY,52,$6.89 ,0,29
Brand C,REMAINING FLAVOR,178,$7.99 ,0,79
Brand L,REMAINING FLAVOR,30,$5.31 ,24,12
Brand F,REMAINING FLAVOR,154,$5.14 ,0,104
Brand L,REMAINING FLAVOR,26,$4.91 ,0,13
Brand F,REMAINING FLAVOR,170,$4.99 ,0,102
Brand C,FRUIT PUNCH,70,$5.97 ,0,40
Brand A,CRANBERRY,206,$8.63 ,7,89
Brand A,CHERRY,"59,404",$7.92 ,"17,581","12,369"
Brand C,CHERRY,933,$6.01 ,0,491
Brand A,REMAINING FLAVOR,31,$3.99 ,0,21
Brand A,BERRY POMEGRANATE,675,$5.45 ,300,327
Brand C,REMAINING FLAVOR,129,$8.99 ,129,47
Brand A,REMAINING FLAVOR,148,$4.99 ,0,57.0
Brand F,CHERRY,"3,030",$5.27 ,101,"1,413"
Brand C,CRANBERRY,547,$14.00 ,131,281
Brand B,BLUEBERRY,185,$6.17 ,75,114
Brand L,PINEAPPLE,0,,0,
Brand L,REMAINING FLAVOR,4,$4.99 ,0,1.0
Brand C,PRUNE,356,$10.52 ,0,191
Brand I,REMAINING FLAVOR,30,$8.80 ,1,25
Brand C,PRUNE,146,$6.38 ,0,84
Brand A,CHERRY,"4,120",$10.54 ,166,435.0
Brand C,REMAINING FLAVOR,295,$6.96 ,295,92
Brand F,CRANBERRY,"2,871",$7.28 ,0,490.0
Brand J,CRANBERRY,"1,667",$4.36 ,0,259
Brand L,REMAINING FLAVOR,374,$4.94 ,0,94
Brand H,GRAPE,47,$4.72 ,0,39
Brand A,CARROT,2,$6.99 ,0,2
Brand L,REMAINING FLAVOR,72,$5.60 ,0,36
Brand A,REMAINING FLAVOR,1,$1.77 ,0,1
Brand C,REMAINING FLAVOR,102,$7.28 ,41,53
Brand A,REMAINING FLAVOR,"11,462",$5.02 ,"3,644","4,955"
Brand C,CRANBERRY,205,$10.98 ,62,103
Brand C,CARROT,927,$6.88 ,442,482
Brand A,REMAINING FLAVOR,"6,400",$5.00 ,700,"2,242"
Brand A,REMAINING FLAVOR,192,$2.64 ,0,81
Brand A,REMAINING FLAVOR,331,$5.96 ,0,126
Brand C,CARROT,"1,086",$9.44 ,0,399
Brand C,ORANGE,970,$9.40 ,78,544
Brand H,REMAINING FLAVOR,0,,0,
Brand L,REMAINING FLAVOR,2,$4.99 ,0,1
Brand L,MANGO,124,$5.76 ,30,71
Brand C,PRUNE,180,$9.53 ,0,106
Brand A,REMAINING FLAVOR,296,$5.86 ,12,124
Brand A,CHERRY,"3,991",$10.14 ,"1,709",498.0
Brand C,PRUNE,848,$8.39 ,332,528
Brand A,CRANBERRY,306,$12.23 ,25,137
Brand C,GRAPEFRUIT,"3,967",$7.80 ,594,"1,735"
Brand C,CRANBERRY BLEND,"1,677",$6.62 ,"1,677",787
Brand C,REMAINING FLAVOR,"7,694",$7.97 ,867,"2,385"
Brand E,CHERRY,988,$4.85 ,0,144
Brand C,PINEAPPLE,"1,448",$3.49 ,839,410
Brand C,REMAINING FLAVOR,234,$6.90 ,222,138
Brand F,POMEGRANATE,"3,746",$5.52 ,673,"1,477"
Brand F,BERRY BLEND,207,$5.22 ,0,119
Brand C,CHERRY,156,$11.41 ,0,75.0
Brand A,TOMATO JUICE,0,,0,
Brand A,POMEGRANATE,117,$9.58 ,36,68
Brand A,BERRY POMEGRANATE,2,$6.24 ,0,2
Brand C,CHERRY,3,$5.39 ,0,3
Brand A,GRAPE,"1,399",$8.29 ,62,392
Brand A,REMAINING FLAVOR,"14,920",$4.50 ,636,"5,104"
Brand B,BLUEBERRY,172,$6.16 ,138,101
Brand F,CHERRY,"6,041",$5.34 ,630,"1,725"
Brand C,GRAPEFRUIT,69,$8.43 ,60,34
Brand C,ORANGE,22,$7.76 ,0,18
Brand A,GRAPEFRUIT,61,$7.08 ,19,38.0
Brand A,CRANBERRY BLEND,396,$5.37 ,0,188
Brand L,REMAINING FLAVOR,7,$4.99 ,0,2.0
Brand C,CRANBERRY,"2,201",$9.25 ,637,"1,127"
Brand E,CRANBERRY,1,$2.24 ,0,1
Brand J,CRANBERRY,476,$5.99 ,16,159
Brand C,ORANGE BLEND,373,$6.83 ,8,272
Brand A,REMAINING FLAVOR,130,$4.58 ,3,54
Brand A,REMAINING FLAVOR,34,$6.96 ,0,19
Brand C,ORANGE,33,$3.31 ,0,18
Brand F,MANGO,"2,437",$5.32 ,415,"1,175"
Brand A,CRANBERRY BLEND,"1,175",$5.74 ,468,712
Brand E,STRAWBERRY BLEND,56,$6.18 ,0,28
Brand C,CRANBERRY,542,$14.62 ,40,294
Brand A,REMAINING FLAVOR,253,$7.17 ,0,116.0
Brand A,PRUNE,70,$9.67 ,22,46
Brand F,CHERRY,"2,807",$6.90 ,7,"1,045"
Brand A,CRANBERRY BLEND,"1,183",$6.19 ,"1,183",539
Brand J,CRANBERRY,"1,481",$5.43 ,0,351
Brand A,GRAPEFRUIT,0,,0,
Brand L,MANGO,741,$5.48 ,0,198
Brand H,GRAPE,727,$4.99 ,0,346
Brand A,POMEGRANATE,821,$9.33 ,7,347
Brand H,REMAINING FLAVOR,19,$2.70 ,0,13
Brand A,PEACH,1,$4.99 ,0,1
Brand C,REMAINING FLAVOR,219,$5.21 ,176,115
Brand C,CRANBERRY BLEND,331,$7.83 ,51,215
Brand C,POMEGRANATE,"2,313",$9.56 ,"2,313",984
Brand F,CHERRY,"7,437",$5.36 ,"1,254","1,821"
Brand C,CRANBERRY,"4,753",$13.68 ,76,511.0
Brand C,MANGO,863,$6.02 ,519,468
Brand A,FRUIT PUNCH,231,$4.00 ,8,188
Brand D,CHERRY,"3,423",$5.99 ,"2,485","1,107"
Brand A,BERRY BLEND,1,$3.99 ,0,1
Brand F,REMAINING FLAVOR,0,,0,
Brand A,BERRY POMEGRANATE,428,$5.30 ,46,214.0
Brand F,REMAINING FLAVOR,792,$9.02 ,27,468
Brand H,FRUIT PUNCH,948,$5.07 ,223,689
Brand F,CRANBERRY,"6,815",$5.48 ,601,"1,827"
Brand M,REMAINING FLAVOR,6,$6.39 ,0,3
Brand A,CRANBERRY,143,$12.80 ,0,81
Brand C,GRAPEFRUIT,"1,038",$8.16 ,372,407
Brand G,CRANBERRY BLEND,151,$8.16 ,10,86
Brand C,REMAINING FLAVOR,828,$8.91 ,29,208
Brand I,POMEGRANATE,"1,391",$5.34 ,"1,162",654
Brand A,PINEAPPLE,"20,394",$6.64 ,923,"6,160"
Brand I,REMAINING FLAVOR,"1,353",$6.77 ,473,659
Brand L,REMAINING FLAVOR,0,,0,
Brand L,REMAINING FLAVOR,7,$5.19 ,0,5
Brand A,REMAINING FLAVOR,4,$3.94 ,0,2
Brand C,POMEGRANATE,"1,137",$12.04 ,53,411.0
Brand C,CARROT,139,$7.39 ,119,75
Brand C,REMAINING FLAVOR,109,$7.40 ,0,43
Brand F,ORANGE BLEND,"2,706",$3.65 ,0,473
Brand F,REMAINING FLAVOR,424,$8.92 ,0,273
Brand C,CRANBERRY BLEND,878,$3.99 ,2,360
Brand H,MANGO,52,$3.34 ,0,32
Brand L,REMAINING FLAVOR,3,$4.99 ,0,2.0
Brand A,CRANBERRY,2,$13.99 ,0,1
Brand A,CHERRY,"4,015",$7.57 ,"2,623","1,297"
Brand A,POMEGRANATE,343,$8.57 ,17,116
Brand A,CRANBERRY,180,$10.00 ,0,93
Brand C,PINEAPPLE,"2,749",$6.92 ,0,"1,034"
Brand H,MANGO,19,$3.47 ,0,9
Brand C,REMAINING FLAVOR,0,,0,
Brand N,CRANBERRY BLEND,2,$7.99 ,0,2
Brand H,REMAINING FLAVOR,1,$3.29 ,0,1
Brand A,REMAINING FLAVOR,172,$3.99 ,0,78
Brand A,CARROT,"2,586",$6.14 ,305,"1,612"
Brand C,CARROT,104,$7.73 ,0,56
Brand J,CHERRY,0,,0,
Brand L,REMAINING FLAVOR,46,$4.10 ,0,25
Brand M,REMAINING FLAVOR,66,$5.72 ,0,46
Brand L,REMAINING FLAVOR,34,$4.86 ,0,24
Brand A,PINEAPPLE,216,$6.93 ,7,105
Brand C,CRANBERRY,273,$12.97 ,27,106
Brand H,ORANGE BLEND,135,$4.71 ,0,63
Brand A,POMEGRANATE,80,$13.38 ,0,74
Brand A,REMAINING FLAVOR,336,$5.36 ,0,186
Brand D,CHERRY,"9,164",$7.11 ,570,"3,583"
Brand C,REMAINING FLAVOR,"2,264",$8.55 ,0,470.0
Brand E,REMAINING FLAVOR,"2,090",$4.88 ,334,"1,203"
Brand A,REMAINING FLAVOR,277,$4.29 ,200,121
Brand F,POMEGRANATE,"2,906",$5.34 ,427,"1,337"
Brand C,ORANGE BLEND,68,$7.17 ,68,44.0
Brand C,ORANGE BLEND,588,$6.73 ,549,252
Brand N,TROPICAL,989,$4.98 ,106,585
Brand I,REMAINING FLAVOR,221,$7.16 ,0,80.0
Brand C,CRANBERRY,821,$8.58 ,814,246.0
Brand A,REMAINING FLAVOR,0,,0,
Brand H,GRAPE,45,$5.99 ,0,25
Brand A,REMAINING FLAVOR,112,$4.36 ,50,47
Brand A,REMAINING FLAVOR,308,$4.76 ,0,115
Brand C,REMAINING FLAVOR,355,$7.78 ,0,121
Brand F,REMAINING FLAVOR,"1,763",$3.75 ,28,428
Brand C,POMEGRANATE,53,$6.89 ,53,33
Brand A,PRUNE,43,$7.77 ,0,23
Brand I,POMEGRANATE,"1,722",$7.40 ,41,760
Brand A,REMAINING FLAVOR,164,$3.99 ,0,67
Brand C,REMAINING FLAVOR,176,$8.33 ,168,98
Brand C,CHERRY,0,,0,
Brand A,CARROT,377,$6.14 ,112,284
Brand A,CHERRY,730,$7.55 ,390,262
Brand C,ORANGE BLEND,27,$7.86 ,0,25
Brand A,GRAPE,"1,376",$5.87 ,628,629
Brand C,ORANGE,"1,769",$7.94 ,57,445
Brand J,CRANBERRY,593,$5.99 ,0,170.0
Brand A,CRANBERRY,259,$11.19 ,129,141
Brand F,CHERRY,"7,152",$5.39 ,"1,427","1,848"
Brand H,ORANGE BLEND,733,$4.81 ,0,385
Brand I,REMAINING FLAVOR,70,$5.90 ,20,32
Brand A,GRAPEFRUIT,43,$7.02 ,0,24
Brand M,REMAINING FLAVOR,10,$5.29 ,0,6
Brand A,BLUEBERRY,13,$5.49 ,0,10
Brand H,REMAINING FLAVOR,36,$4.84 ,11,28
Brand J,CHERRY,"1,972",$5.61 ,7,922
Brand H,CHERRY,62,$5.51 ,0,23
Brand G,CHERRY,409,$7.50 ,89,283
Brand A,CRANBERRY BLEND,45,$5.99 ,0,26
Brand H,GRAPE,6,$5.29 ,0,4
Brand A,REMAINING FLAVOR,198,$7.65 ,19,122
Brand C,ORANGE BLEND,78,$6.99 ,0,45
